Chord,Octave,Notes,Midi numbers,Formula
A#7sus4,6,"A#, D#, F, G#","82, 87, 89, 92","0, 5, 7, 10"
A#7sus2,6,"A#, C, F, G#","82, 84, 89, 92","0, 2, 7, 10"
A#7b5,6,"A#, D, E, G#","82, 86, 88, 92","0, 4, 6, 10"
A#7#5,6,"A#, D, F#, G#","82, 86, 90, 92","0, 4, 8, 10"
A#7b9,6,"A#, D, F, G#, B","82, 86, 89, 92, 95","0, 4, 7, 10, 13"
A##4,6,"A#, E, F","82, 88, 89","0, 6, 7"
A#7#9,6,"A#, D, F, G#, C#","82, 86, 89, 92, 97","0, 4, 7, 10, 15"
A#hdim,6,"A#, C#, E, G#","82, 85, 88, 92","0, 3, 6, 10"
Bmaj,6,"B, D#, F#","83, 87, 90","0, 4, 7"
Bmin,6,"B, D, F#","83, 86, 90","0, 3, 7"
B7,6,"B, D#, F#, A","83, 87, 90, 93","0, 4, 7, 10"
Bmaj7,6,"B, D#, F#, A#","83, 87, 90, 94","0, 4, 7, 11"
Bmin7,6,"B, D, F#, A","83, 86, 90, 93","0, 3, 7, 10"
Bminmaj7,6,"B, D, F#, A#","83, 86, 90, 94","0, 3, 7, 11"
Bdim,6,"B, D, F","83, 86, 89","0, 3, 6"
Baug,6,"B, D#, G","83, 87, 91","0, 4, 8"
Baug(b7),6,"B, D#, G, A#","83, 87, 91, 94","0, 4, 8, 11"
Bsus2,6,"B, C#, F#","83, 85, 90","0, 2, 7"
Bsus4,6,"B, E, F#","83, 88, 90","0, 5, 7"
B9,6,"B, D#, F#, A, C#","83, 87, 90, 93, 97","0, 4, 7, 10, 14"
B11,6,"B, D#, F#, A, C#, E","83, 87, 90, 93, 97, 100","0, 4, 7, 10, 14, 17"
B13,6,"B, D#, F#, A, C#, E, G#","83, 87, 90, 93, 97, 100, 104","0, 4, 7, 10, 14, 17, 21"
Bmin9,6,"B, D, F#, A, C#","83, 86, 90, 93, 97","0, 3, 7, 10, 14"
Bmin11,6,"B, D, F#, A, C#, E","83, 86, 90, 93, 97, 100","0, 3, 7, 10, 14, 17"
Bmin13,6,"B, D, F#, A, C#, E, G#","83, 86, 90, 93, 97, 100, 104","0, 3, 7, 10, 14, 17, 21"
Bmaj6,6,"B, D#, F#, G#","83, 87, 90, 92","0, 4, 7, 9"
Bb6,6,"B, D#, F#, G","83, 87, 90, 91","0, 4, 7, 8"
Bb3,6,"B, C#, D#, F#","83, 85, 87, 90","0, 2, 4, 7"
B#9,6,"B, D#, F#, D","83, 87, 90, 98","0, 4, 7, 15"
Bdim7,6,"B, D, F, G#","83, 86, 89, 92","0, 3, 6, 9"
Bmin6,6,"B, D, F#, G#","83, 86, 90, 92","0, 3, 7, 9"
Bmaj9,6,"B, D#, F#, A#, C#","83, 87, 90, 94, 97","0, 4, 7, 11, 14"
B7sus4,6,"B, E, F#, A","83, 88, 90, 93","0, 5, 7, 10"
B7sus2,6,"B, C#, F#, A","83, 85, 90, 93","0, 2, 7, 10"
B7b5,6,"B, D#, F, A","83, 87, 89, 93","0, 4, 6, 10"
B7#5,6,"B, D#, G, A","83, 87, 91, 93","0, 4, 8, 10"
B7b9,6,"B, D#, F#, A, C","83, 87, 90, 93, 96","0, 4, 7, 10, 13"
B#4,6,"B, F, F#","83, 89, 90","0, 6, 7"
B7#9,6,"B, D#, F#, A, D","83, 87, 90, 93, 98","0, 4, 7, 10, 15"
Bhdim,6,"B, D, F, A","83, 86, 89, 93","0, 3, 6, 10"
Cmaj,7,"C, E, G","84, 88, 91","0, 4, 7"
Cmin,7,"C, D#, G","84, 87, 91","0, 3, 7"
C7,7,"C, E, G, A#","84, 88, 91, 94","0, 4, 7, 10"
Cmaj7,7,"C, E, G, B","84, 88, 91, 95","0, 4, 7, 11"
Cmin7,7,"C, D#, G, A#","84, 87, 91, 94","0, 3, 7, 10"
Cminmaj7,7,"C, D#, G, B","84, 87, 91, 95","0, 3, 7, 11"
Cdim,7,"C, D#, F#","84, 87, 90","0, 3, 6"
Caug,7,"C, E, G#","84, 88, 92","0, 4, 8"
Caug(b7),7,"C, E, G#, B","84, 88, 92, 95","0, 4, 8, 11"
Csus2,7,"C, D, G","84, 86, 91","0, 2, 7"
Csus4,7,"C, F, G","84, 89, 91","0, 5, 7"
C9,7,"C, E, G, A#, D","84, 88, 91, 94, 98","0, 4, 7, 10, 14"
C11,7,"C, E, G, A#, D, F","84, 88, 91, 94, 98, 101","0, 4, 7, 10, 14, 17"
C13,7,"C, E, G, A#, D, F, A","84, 88, 91, 94, 98, 101, 105","0, 4, 7, 10, 14, 17, 21"
Cmin9,7,"C, D#, G, A#, D","84, 87, 91, 94, 98","0, 3, 7, 10, 14"
Cmin11,7,"C, D#, G, A#, D, F","84, 87, 91, 94, 98, 101","0, 3, 7, 10, 14, 17"
Cmin13,7,"C, D#, G, A#, D, F, A","84, 87, 91, 94, 98, 101, 105","0, 3, 7, 10, 14, 17, 21"
Cmaj6,7,"C, E, G, A","84, 88, 91, 93","0, 4, 7, 9"
Cb6,7,"C, E, G, G#","84, 88, 91, 92","0, 4, 7, 8"
Cb3,7,"C, D, E, G","84, 86, 88, 91","0, 2, 4, 7"
C#9,7,"C, E, G, D#","84, 88, 91, 99","0, 4, 7, 15"
Cdim7,7,"C, D#, F#, A","84, 87, 90, 93","0, 3, 6, 9"
Cmin6,7,"C, D#, G, A","84, 87, 91, 93","0, 3, 7, 9"
Cmaj9,7,"C, E, G, B, D","84, 88, 91, 95, 98","0, 4, 7, 11, 14"
C7sus4,7,"C, F, G, A#","84, 89, 91, 94","0, 5, 7, 10"
C7sus2,7,"C, D, G, A#","84, 86, 91, 94","0, 2, 7, 10"
C7b5,7,"C, E, F#, A#","84, 88, 90, 94","0, 4, 6, 10"
C7#5,7,"C, E, G#, A#","84, 88, 92, 94","0, 4, 8, 10"
C7b9,7,"C, E, G, A#, C#","84, 88, 91, 94, 97","0, 4, 7, 10, 13"
C#4,7,"C, F#, G","84, 90, 91","0, 6, 7"
C7#9,7,"C, E, G, A#, D#","84, 88, 91, 94, 99","0, 4, 7, 10, 15"
Chdim,7,"C, D#, F#, A#","84, 87, 90, 94","0, 3, 6, 10"
C#maj,7,"C#, F, G#","85, 89, 92","0, 4, 7"
C#min,7,"C#, E, G#","85, 88, 92","0, 3, 7"
C#7,7,"C#, F, G#, B","85, 89, 92, 95","0, 4, 7, 10"
C#maj7,7,"C#, F, G#, C","85, 89, 92, 96","0, 4, 7, 11"
C#min7,7,"C#, E, G#, B","85, 88, 92, 95","0, 3, 7, 10"
C#minmaj7,7,"C#, E, G#, C","85, 88, 92, 96","0, 3, 7, 11"
C#dim,7,"C#, E, G","85, 88, 91","0, 3, 6"
C#aug,7,"C#, F, A","85, 89, 93","0, 4, 8"
C#aug(b7),7,"C#, F, A, C","85, 89, 93, 96","0, 4, 8, 11"
C#sus2,7,"C#, D#, G#","85, 87, 92","0, 2, 7"
C#sus4,7,"C#, F#, G#","85, 90, 92","0, 5, 7"
C#9,7,"C#, F, G#, B, D#","85, 89, 92, 95, 99","0, 4, 7, 10, 14"
C#11,7,"C#, F, G#, B, D#, F#","85, 89, 92, 95, 99, 102","0, 4, 7, 10, 14, 17"
C#13,7,"C#, F, G#, B, D#, F#, A#","85, 89, 92, 95, 99, 102, 106","0, 4, 7, 10, 14, 17, 21"
C#min9,7,"C#, E, G#, B, D#","85, 88, 92, 95, 99","0, 3, 7, 10, 14"
C#min11,7,"C#, E, G#, B, D#, F#","85, 88, 92, 95, 99, 102","0, 3, 7, 10, 14, 17"
C#min13,7,"C#, E, G#, B, D#, F#, A#","85, 88, 92, 95, 99, 102, 106","0, 3, 7, 10, 14, 17, 21"
C#maj6,7,"C#, F, G#, A#","85, 89, 92, 94","0, 4, 7, 9"
C#b6,7,"C#, F, G#, A","85, 89, 92, 93","0, 4, 7, 8"
C#b3,7,"C#, D#, F, G#","85, 87, 89, 92","0, 2, 4, 7"
C##9,7,"C#, F, G#, E","85, 89, 92, 100","0, 4, 7, 15"
C#dim7,7,"C#, E, G, A#","85, 88, 91, 94","0, 3, 6, 9"
C#min6,7,"C#, E, G#, A#","85, 88, 92, 94","0, 3, 7, 9"
C#maj9,7,"C#, F, G#, C, D#","85, 89, 92, 96, 99","0, 4, 7, 11, 14"
C#7sus4,7,"C#, F#, G#, B","85, 90, 92, 95","0, 5, 7, 10"
C#7sus2,7,"C#, D#, G#, B","85, 87, 92, 95","0, 2, 7, 10"
C#7b5,7,"C#, F, G, B","85, 89, 91, 95","0, 4, 6, 10"
C#7#5,7,"C#, F, A, B","85, 89, 93, 95","0, 4, 8, 10"
C#7b9,7,"C#, F, G#, B, D","85, 89, 92, 95, 98","0, 4, 7, 10, 13"
C##4,7,"C#, G, G#","85, 91, 92","0, 6, 7"
C#7#9,7,"C#, F, G#, B, E","85, 89, 92, 95, 100","0, 4, 7, 10, 15"
C#hdim,7,"C#, E, G, B","85, 88, 91, 95","0, 3, 6, 10"
Dmaj,7,"D, F#, A","86, 90, 93","0, 4, 7"
Dmin,7,"D, F, A","86, 89, 93","0, 3, 7"
D7,7,"D, F#, A, C","86, 90, 93, 96","0, 4, 7, 10"
Dmaj7,7,"D, F#, A, C#","86, 90, 93, 97","0, 4, 7, 11"
Dmin7,7,"D, F, A, C","86, 89, 93, 96","0, 3, 7, 10"
Dminmaj7,7,"D, F, A, C#","86, 89, 93, 97","0, 3, 7, 11"
Ddim,7,"D, F, G#","86, 89, 92","0, 3, 6"
Daug,7,"D, F#, A#","86, 90, 94","0, 4, 8"
Daug(b7),7,"D, F#, A#, C#","86, 90, 94, 97","0, 4, 8, 11"
Dsus2,7,"D, E, A","86, 88, 93","0, 2, 7"
Dsus4,7,"D, G, A","86, 91, 93","0, 5, 7"
D9,7,"D, F#, A, C, E","86, 90, 93, 96, 100","0, 4, 7, 10, 14"
D11,7,"D, F#, A, C, E, G","86, 90, 93, 96, 100, 103","0, 4, 7, 10, 14, 17"
D13,7,"D, F#, A, C, E, G, B","86, 90, 93, 96, 100, 103, 107","0, 4, 7, 10, 14, 17, 21"
Dmin9,7,"D, F, A, C, E","86, 89, 93, 96, 100","0, 3, 7, 10, 14"
Dmin11,7,"D, F, A, C, E, G","86, 89, 93, 96, 100, 103","0, 3, 7, 10, 14, 17"
Dmin13,7,"D, F, A, C, E, G, B","86, 89, 93, 96, 100, 103, 107","0, 3, 7, 10, 14, 17, 21"
Dmaj6,7,"D, F#, A, B","86, 90, 93, 95","0, 4, 7, 9"
Db6,7,"D, F#, A, A#","86, 90, 93, 94","0, 4, 7, 8"
Db3,7,"D, E, F#, A","86, 88, 90, 93","0, 2, 4, 7"
D#9,7,"D, F#, A, F","86, 90, 93, 101","0, 4, 7, 15"
Ddim7,7,"D, F, G#, B","86, 89, 92, 95","0, 3, 6, 9"
Dmin6,7,"D, F, A, B","86, 89, 93, 95","0, 3, 7, 9"
Dmaj9,7,"D, F#, A, C#, E","86, 90, 93, 97, 100","0, 4, 7, 11, 14"
D7sus4,7,"D, G, A, C","86, 91, 93, 96","0, 5, 7, 10"
D7sus2,7,"D, E, A, C","86, 88, 93, 96","0, 2, 7, 10"
D7b5,7,"D, F#, G#, C","86, 90, 92, 96","0, 4, 6, 10"
D7#5,7,"D, F#, A#, C","86, 90, 94, 96","0, 4, 8, 10"
D7b9,7,"D, F#, A, C, D#","86, 90, 93, 96, 99","0, 4, 7, 10, 13"
D#4,7,"D, G#, A","86, 92, 93","0, 6, 7"
D7#9,7,"D, F#, A, C, F","86, 90, 93, 96, 101","0, 4, 7, 10, 15"
Dhdim,7,"D, F, G#, C","86, 89, 92, 96","0, 3, 6, 10"
D#maj,7,"D#, G, A#","87, 91, 94","0, 4, 7"
D#min,7,"D#, F#, A#","87, 90, 94","0, 3, 7"
D#7,7,"D#, G, A#, C#","87, 91, 94, 97","0, 4, 7, 10"
D#maj7,7,"D#, G, A#, D","87, 91, 94, 98","0, 4, 7, 11"
D#min7,7,"D#, F#, A#, C#","87, 90, 94, 97","0, 3, 7, 10"
D#minmaj7,7,"D#, F#, A#, D","87, 90, 94, 98","0, 3, 7, 11"
D#dim,7,"D#, F#, A","87, 90, 93","0, 3, 6"
D#aug,7,"D#, G, B","87, 91, 95","0, 4, 8"
D#aug(b7),7,"D#, G, B, D","87, 91, 95, 98","0, 4, 8, 11"
D#sus2,7,"D#, F, A#","87, 89, 94","0, 2, 7"
D#sus4,7,"D#, G#, A#","87, 92, 94","0, 5, 7"
D#9,7,"D#, G, A#, C#, F","87, 91, 94, 97, 101","0, 4, 7, 10, 14"
D#11,7,"D#, G, A#, C#, F, G#","87, 91, 94, 97, 101, 104","0, 4, 7, 10, 14, 17"
D#13,7,"D#, G, A#, C#, F, G#, C","87, 91, 94, 97, 101, 104, 108","0, 4, 7, 10, 14, 17, 21"
D#min9,7,"D#, F#, A#, C#, F","87, 90, 94, 97, 101","0, 3, 7, 10, 14"
D#min11,7,"D#, F#, A#, C#, F, G#","87, 90, 94, 97, 101, 104","0, 3, 7, 10, 14, 17"
D#min13,7,"D#, F#, A#, C#, F, G#, C","87, 90, 94, 97, 101, 104, 108","0, 3, 7, 10, 14, 17, 21"
D#maj6,7,"D#, G, A#, C","87, 91, 94, 96","0, 4, 7, 9"
D#b6,7,"D#, G, A#, B","87, 91, 94, 95","0, 4, 7, 8"
D#b3,7,"D#, F, G, A#","87, 89, 91, 94","0, 2, 4, 7"
D##9,7,"D#, G, A#, F#","87, 91, 94, 102","0, 4, 7, 15"
D#dim7,7,"D#, F#, A, C","87, 90, 93, 96","0, 3, 6, 9"
D#min6,7,"D#, F#, A#, C","87, 90, 94, 96","0, 3, 7, 9"
D#maj9,7,"D#, G, A#, D, F","87, 91, 94, 98, 101","0, 4, 7, 11, 14"
D#7sus4,7,"D#, G#, A#, C#","87, 92, 94, 97","0, 5, 7, 10"
D#7sus2,7,"D#, F, A#, C#","87, 89, 94, 97","0, 2, 7, 10"
D#7b5,7,"D#, G, A, C#","87, 91, 93, 97","0, 4, 6, 10"
D#7#5,7,"D#, G, B, C#","87, 91, 95, 97","0, 4, 8, 10"
D#7b9,7,"D#, G, A#, C#, E","87, 91, 94, 97, 100","0, 4, 7, 10, 13"
D##4,7,"D#, A, A#","87, 93, 94","0, 6, 7"
D#7#9,7,"D#, G, A#, C#, F#","87, 91, 94, 97, 102","0, 4, 7, 10, 15"
D#hdim,7,"D#, F#, A, C#","87, 90, 93, 97","0, 3, 6, 10"
Emaj,7,"E, G#, B","88, 92, 95","0, 4, 7"
Emin,7,"E, G, B","88, 91, 95","0, 3, 7"
E7,7,"E, G#, B, D","88, 92, 95, 98","0, 4, 7, 10"
Emaj7,7,"E, G#, B, D#","88, 92, 95, 99","0, 4, 7, 11"
Emin7,7,"E, G, B, D","88, 91, 95, 98","0, 3, 7, 10"
Eminmaj7,7,"E, G, B, D#","88, 91, 95, 99","0, 3, 7, 11"
Edim,7,"E, G, A#","88, 91, 94","0, 3, 6"
Eaug,7,"E, G#, C","88, 92, 96","0, 4, 8"
Eaug(b7),7,"E, G#, C, D#","88, 92, 96, 99","0, 4, 8, 11"
Esus2,7,"E, F#, B","88, 90, 95","0, 2, 7"
Esus4,7,"E, A, B","88, 93, 95","0, 5, 7"
E9,7,"E, G#, B, D, F#","88, 92, 95, 98, 102","0, 4, 7, 10, 14"
E11,7,"E, G#, B, D, F#, A","88, 92, 95, 98, 102, 105","0, 4, 7, 10, 14, 17"
E13,7,"E, G#, B, D, F#, A, C#","88, 92, 95, 98, 102, 105, 109","0, 4, 7, 10, 14, 17, 21"
Emin9,7,"E, G, B, D, F#","88, 91, 95, 98, 102","0, 3, 7, 10, 14"
Emin11,7,"E, G, B, D, F#, A","88, 91, 95, 98, 102, 105","0, 3, 7, 10, 14, 17"
Emin13,7,"E, G, B, D, F#, A, C#","88, 91, 95, 98, 102, 105, 109","0, 3, 7, 10, 14, 17, 21"
Emaj6,7,"E, G#, B, C#","88, 92, 95, 97","0, 4, 7, 9"
Eb6,7,"E, G#, B, C","88, 92, 95, 96","0, 4, 7, 8"
Eb3,7,"E, F#, G#, B","88, 90, 92, 95","0, 2, 4, 7"
E#9,7,"E, G#, B, G","88, 92, 95, 103","0, 4, 7, 15"
Edim7,7,"E, G, A#, C#","88, 91, 94, 97","0, 3, 6, 9"
Emin6,7,"E, G, B, C#","88, 91, 95, 97","0, 3, 7, 9"
Emaj9,7,"E, G#, B, D#, F#","88, 92, 95, 99, 102","0, 4, 7, 11, 14"
E7sus4,7,"E, A, B, D","88, 93, 95, 98","0, 5, 7, 10"
E7sus2,7,"E, F#, B, D","88, 90, 95, 98","0, 2, 7, 10"
E7b5,7,"E, G#, A#, D","88, 92, 94, 98","0, 4, 6, 10"
E7#5,7,"E, G#, C, D","88, 92, 96, 98","0, 4, 8, 10"
E7b9,7,"E, G#, B, D, F","88, 92, 95, 98, 101","0, 4, 7, 10, 13"
E#4,7,"E, A#, B","88, 94, 95","0, 6, 7"
E7#9,7,"E, G#, B, D, G","88, 92, 95, 98, 103","0, 4, 7, 10, 15"
Ehdim,7,"E, G, A#, D","88, 91, 94, 98","0, 3, 6, 10"
Fmaj,7,"F, A, C","89, 93, 96","0, 4, 7"
Fmin,7,"F, G#, C","89, 92, 96","0, 3, 7"
F7,7,"F, A, C, D#","89, 93, 96, 99","0, 4, 7, 10"
Fmaj7,7,"F, A, C, E","89, 93, 96, 100","0, 4, 7, 11"
Fmin7,7,"F, G#, C, D#","89, 92, 96, 99","0, 3, 7, 10"
Fminmaj7,7,"F, G#, C, E","89, 92, 96, 100","0, 3, 7, 11"
Fdim,7,"F, G#, B","89, 92, 95","0, 3, 6"
Faug,7,"F, A, C#","89, 93, 97","0, 4, 8"
Faug(b7),7,"F, A, C#, E","89, 93, 97, 100","0, 4, 8, 11"
Fsus2,7,"F, G, C","89, 91, 96","0, 2, 7"
Fsus4,7,"F, A#, C","89, 94, 96","0, 5, 7"
F9,7,"F, A, C, D#, G","89, 93, 96, 99, 103","0, 4, 7, 10, 14"
F11,7,"F, A, C, D#, G, A#","89, 93, 96, 99, 103, 106","0, 4, 7, 10, 14, 17"
F13,7,"F, A, C, D#, G, A#, D","89, 93, 96, 99, 103, 106, 110","0, 4, 7, 10, 14, 17, 21"
Fmin9,7,"F, G#, C, D#, G","89, 92, 96, 99, 103","0, 3, 7, 10, 14"
Fmin11,7,"F, G#, C, D#, G, A#","89, 92, 96, 99, 103, 106","0, 3, 7, 10, 14, 17"
Fmin13,7,"F, G#, C, D#, G, A#, D","89, 92, 96, 99, 103, 106, 110","0, 3, 7, 10, 14, 17, 21"
Fmaj6,7,"F, A, C, D","89, 93, 96, 98","0, 4, 7, 9"
Fb6,7,"F, A, C, C#","89, 93, 96, 97","0, 4, 7, 8"
Fb3,7,"F, G, A, C","89, 91, 93, 96","0, 2, 4, 7"
F#9,7,"F, A, C, G#","89, 93, 96, 104","0, 4, 7, 15"
Fdim7,7,"F, G#, B, D","89, 92, 95, 98","0, 3, 6, 9"
Fmin6,7,"F, G#, C, D","89, 92, 96, 98","0, 3, 7, 9"
Fmaj9,7,"F, A, C, E, G","89, 93, 96, 100, 103","0, 4, 7, 11, 14"
F7sus4,7,"F, A#, C, D#","89, 94, 96, 99","0, 5, 7, 10"
F7sus2,7,"F, G, C, D#","89, 91, 96, 99","0, 2, 7, 10"
F7b5,7,"F, A, B, D#","89, 93, 95, 99","0, 4, 6, 10"
F7#5,7,"F, A, C#, D#","89, 93, 97, 99","0, 4, 8, 10"
F7b9,7,"F, A, C, D#, F#","89, 93, 96, 99, 102","0, 4, 7, 10, 13"
F#4,7,"F, B, C","89, 95, 96","0, 6, 7"
F7#9,7,"F, A, C, D#, G#","89, 93, 96, 99, 104","0, 4, 7, 10, 15"
Fhdim,7,"F, G#, B, D#","89, 92, 95, 99","0, 3, 6, 10"
F#maj,7,"F#, A#, C#","90, 94, 97","0, 4, 7"
F#min,7,"F#, A, C#","90, 93, 97","0, 3, 7"
F#7,7,"F#, A#, C#, E","90, 94, 97, 100","0, 4, 7, 10"
F#maj7,7,"F#, A#, C#, F","90, 94, 97, 101","0, 4, 7, 11"
F#min7,7,"F#, A, C#, E","90, 93, 97, 100","0, 3, 7, 10"
F#minmaj7,7,"F#, A, C#, F","90, 93, 97, 101","0, 3, 7, 11"
F#dim,7,"F#, A, C","90, 93, 96","0, 3, 6"
F#aug,7,"F#, A#, D","90, 94, 98","0, 4, 8"
F#aug(b7),7,"F#, A#, D, F","90, 94, 98, 101","0, 4, 8, 11"
F#sus2,7,"F#, G#, C#","90, 92, 97","0, 2, 7"
F#sus4,7,"F#, B, C#","90, 95, 97","0, 5, 7"
F#9,7,"F#, A#, C#, E, G#","90, 94, 97, 100, 104","0, 4, 7, 10, 14"
F#11,7,"F#, A#, C#, E, G#, B","90, 94, 97, 100, 104, 107","0, 4, 7, 10, 14, 17"
F#13,7,"F#, A#, C#, E, G#, B, D#","90, 94, 97, 100, 104, 107, 111","0, 4, 7, 10, 14, 17, 21"
F#min9,7,"F#, A, C#, E, G#","90, 93, 97, 100, 104","0, 3, 7, 10, 14"
F#min11,7,"F#, A, C#, E, G#, B","90, 93, 97, 100, 104, 107","0, 3, 7, 10, 14, 17"
F#min13,7,"F#, A, C#, E, G#, B, D#","90, 93, 97, 100, 104, 107, 111","0, 3, 7, 10, 14, 17, 21"
F#maj6,7,"F#, A#, C#, D#","90, 94, 97, 99","0, 4, 7, 9"
F#b6,7,"F#, A#, C#, D","90, 94, 97, 98","0, 4, 7, 8"
F#b3,7,"F#, G#, A#, C#","90, 92, 94, 97","0, 2, 4, 7"
F##9,7,"F#, A#, C#, A","90, 94, 97, 105","0, 4, 7, 15"
F#dim7,7,"F#, A, C, D#","90, 93, 96, 99","0, 3, 6, 9"
F#min6,7,"F#, A, C#, D#","90, 93, 97, 99","0, 3, 7, 9"
F#maj9,7,"F#, A#, C#, F, G#","90, 94, 97, 101, 104","0, 4, 7, 11, 14"
F#7sus4,7,"F#, B, C#, E","90, 95, 97, 100","0, 5, 7, 10"
F#7sus2,7,"F#, G#, C#, E","90, 92, 97, 100","0, 2, 7, 10"
F#7b5,7,"F#, A#, C, E","90, 94, 96, 100","0, 4, 6, 10"
F#7#5,7,"F#, A#, D, E","90, 94, 98, 100","0, 4, 8, 10"
F#7b9,7,"F#, A#, C#, E, G","90, 94, 97, 100, 103","0, 4, 7, 10, 13"
F##4,7,"F#, C, C#","90, 96, 97","0, 6, 7"
F#7#9,7,"F#, A#, C#, E, A","90, 94, 97, 100, 105","0, 4, 7, 10, 15"
F#hdim,7,"F#, A, C, E","90, 93, 96, 100","0, 3, 6, 10"
Gmaj,7,"G, B, D","91, 95, 98","0, 4, 7"
Gmin,7,"G, A#, D","91, 94, 98","0, 3, 7"
G7,7,"G, B, D, F","91, 95, 98, 101","0, 4, 7, 10"
Gmaj7,7,"G, B, D, F#","91, 95, 98, 102","0, 4, 7, 11"
Gmin7,7,"G, A#, D, F","91, 94, 98, 101","0, 3, 7, 10"
Gminmaj7,7,"G, A#, D, F#","91, 94, 98, 102","0, 3, 7, 11"
Gdim,7,"G, A#, C#","91, 94, 97","0, 3, 6"
Gaug,7,"G, B, D#","91, 95, 99","0, 4, 8"
Gaug(b7),7,"G, B, D#, F#","91, 95, 99, 102","0, 4, 8, 11"
Gsus2,7,"G, A, D","91, 93, 98","0, 2, 7"
Gsus4,7,"G, C, D","91, 96, 98","0, 5, 7"
G9,7,"G, B, D, F, A","91, 95, 98, 101, 105","0, 4, 7, 10, 14"
G11,7,"G, B, D, F, A, C","91, 95, 98, 101, 105, 108","0, 4, 7, 10, 14, 17"
G13,7,"G, B, D, F, A, C, E","91, 95, 98, 101, 105, 108, 112","0, 4, 7, 10, 14, 17, 21"
Gmin9,7,"G, A#, D, F, A","91, 94, 98, 101, 105","0, 3, 7, 10, 14"
Gmin11,7,"G, A#, D, F, A, C","91, 94, 98, 101, 105, 108","0, 3, 7, 10, 14, 17"
Gmin13,7,"G, A#, D, F, A, C, E","91, 94, 98, 101, 105, 108, 112","0, 3, 7, 10, 14, 17, 21"
Gmaj6,7,"G, B, D, E","91, 95, 98, 100","0, 4, 7, 9"
Gb6,7,"G, B, D, D#","91, 95, 98, 99","0, 4, 7, 8"
Gb3,7,"G, A, B, D","91, 93, 95, 98","0, 2, 4, 7"
G#9,7,"G, B, D, A#","91, 95, 98, 106","0, 4, 7, 15"
Gdim7,7,"G, A#, C#, E","91, 94, 97, 100","0, 3, 6, 9"
Gmin6,7,"G, A#, D, E","91, 94, 98, 100","0, 3, 7, 9"
Gmaj9,7,"G, B, D, F#, A","91, 95, 98, 102, 105","0, 4, 7, 11, 14"
G7sus4,7,"G, C, D, F","91, 96, 98, 101","0, 5, 7, 10"
G7sus2,7,"G, A, D, F","91, 93, 98, 101","0, 2, 7, 10"
G7b5,7,"G, B, C#, F","91, 95, 97, 101","0, 4, 6, 10"
G7#5,7,"G, B, D#, F","91, 95, 99, 101","0, 4, 8, 10"
G7b9,7,"G, B, D, F, G#","91, 95, 98, 101, 104","0, 4, 7, 10, 13"
G#4,7,"G, C#, D","91, 97, 98","0, 6, 7"
G7#9,7,"G, B, D, F, A#","91, 95, 98, 101, 106","0, 4, 7, 10, 15"
Ghdim,7,"G, A#, C#, F","91, 94, 97, 101","0, 3, 6, 10"
G#maj,7,"G#, C, D#","92, 96, 99","0, 4, 7"
G#min,7,"G#, B, D#","92, 95, 99","0, 3, 7"
G#7,7,"G#, C, D#, F#","92, 96, 99, 102","0, 4, 7, 10"
G#maj7,7,"G#, C, D#, G","92, 96, 99, 103","0, 4, 7, 11"
G#min7,7,"G#, B, D#, F#","92, 95, 99, 102","0, 3, 7, 10"
G#minmaj7,7,"G#, B, D#, G","92, 95, 99, 103","0, 3, 7, 11"
G#dim,7,"G#, B, D","92, 95, 98","0, 3, 6"
G#aug,7,"G#, C, E","92, 96, 100","0, 4, 8"
G#aug(b7),7,"G#, C, E, G","92, 96, 100, 103","0, 4, 8, 11"
G#sus2,7,"G#, A#, D#","92, 94, 99","0, 2, 7"
G#sus4,7,"G#, C#, D#","92, 97, 99","0, 5, 7"
G#9,7,"G#, C, D#, F#, A#","92, 96, 99, 102, 106","0, 4, 7, 10, 14"
G#11,7,"G#, C, D#, F#, A#, C#","92, 96, 99, 102, 106, 109","0, 4, 7, 10, 14, 17"
G#13,7,"G#, C, D#, F#, A#, C#, F","92, 96, 99, 102, 106, 109, 113","0, 4, 7, 10, 14, 17, 21"
G#min9,7,"G#, B, D#, F#, A#","92, 95, 99, 102, 106","0, 3, 7, 10, 14"
G#min11,7,"G#, B, D#, F#, A#, C#","92, 95, 99, 102, 106, 109","0, 3, 7, 10, 14, 17"
G#min13,7,"G#, B, D#, F#, A#, C#, F","92, 95, 99, 102, 106, 109, 113","0, 3, 7, 10, 14, 17, 21"
G#maj6,7,"G#, C, D#, F","92, 96, 99, 101","0, 4, 7, 9"
G#b6,7,"G#, C, D#, E","92, 96, 99, 100","0, 4, 7, 8"
G#b3,7,"G#, A#, C, D#","92, 94, 96, 99","0, 2, 4, 7"
G##9,7,"G#, C, D#, B","92, 96, 99, 107","0, 4, 7, 15"
G#dim7,7,"G#, B, D, F","92, 95, 98, 101","0, 3, 6, 9"
G#min6,7,"G#, B, D#, F","92, 95, 99, 101","0, 3, 7, 9"
G#maj9,7,"G#, C, D#, G, A#","92, 96, 99, 103, 106","0, 4, 7, 11, 14"
G#7sus4,7,"G#, C#, D#, F#","92, 97, 99, 102","0, 5, 7, 10"
G#7sus2,7,"G#, A#, D#, F#","92, 94, 99, 102","0, 2, 7, 10"
G#7b5,7,"G#, C, D, F#","92, 96, 98, 102","0, 4, 6, 10"
